id_recinte,id_ua,capa_dwg,superficie_dwg,nom_dwg,assignat_per,estat,vist_a,nota,centre_x,centre_y,canvi
R0215,PIALASSOS_DEL_MIG,01 1 UA SUC,1822.8,,proposta,vigent,parcelles.json,,538294.48,26241.06,IGUAL
R0216,PASTORESSOS_BAIXOS,01 11 UA SUCc,3267.0,Baixos; Pastoressos,proposta,vigent,parcelles.json,,538316.36,26438.01,IGUAL
R0217,PIALASSOS_DE_BAIX_2,01 1 UA SUC,2815.0,Pialassos de Baix 2,proposta,vigent,parcelles.json,,538320.44,26348.36,IGUAL
R0218,CAL_NOTARI_10,01 2 UA SUNC,5679.7,Cal Notari 10,proposta,vigent,parcelles.json,,538329.32,26226.38,IGUAL
R0219,BELLAVISTA,01 11 UA SUCc,10731.1,Bellavista,proposta,vigent,parcelles.json,,538339.63,26509.1,IGUAL
R0220,MONTALARI,01 3 UA SUBLE,94517.0,Montalarí,proposta,vigent,parcelles.json,,538341.54,27362.62,IGUAL
R0221,ROUILLAC,01 1 UA SUC,12590.5,Rouillac; i Prat de la mola,proposta,vigent,parcelles.json,,538347.95,26708.93,IGUAL
R0222,CAPSOLAS,01 3 UA SUBLE,32703.2,Capsolàs,proposta,vigent,parcelles.json,,538348.17,27062.21,IGUAL
R0223,BONS_2,01 1 UA SUC,5024.6,Bons 2,proposta,vigent,parcelles.json,,538358.47,26888.46,IGUAL
R0224,TERRES_DELS_AJUSTANTS,01 1 UA SUC,3794.6,Ajustants; Terres dels,proposta,vigent,parcelles.json,,538359.35,26113.73,IGUAL
R0225,PASTORESSOS_MITJOS,01 11 UA SUCc,5063.6,Mitjos; Pastoressos,proposta,vigent,parcelles.json,,538365.18,26419.7,IGUAL
R0226,BONS_1,01 1 UA SUC,10454.6,Bons 1,proposta,vigent,parcelles.json,,538370.74,26817.34,IGUAL
R0227,AIXEC,01 2 UA SUNC,4849.9,Aixec,proposta,vigent,parcelles.json,,538392.76,26624.08,IGUAL
R0228,OBAC_BAIX,01 2 UA SUNC,2225.8,Obac Baix,proposta,vigent,parcelles.json,,538395.25,26305.45,IGUAL
R0229,PASTORESSOS_ALTS,01 1 UA SUC,4743.3,Pastoressos Alts,proposta,vigent,parcelles.json,,538396.23,26404.55,IGUAL
R0230,PASTORESSOS_ALTS,01 1 UA SUC,4743.3,Pastoressos Alts,proposta,vigent,parcelles.json,,538396.23,26404.55,IGUAL
R0231,TIRADER_1,01 1 UA SUC,28914.7,Tirader 1,proposta,vigent,parcelles.json,,538401.06,26173.23,IGUAL
R0232,COPRINCEP_FRANCES,01 1 UA SUC,7969.2,Copríncep Francès,proposta,vigent,parcelles.json,,538414.87,26368.23,IGUAL
R0233,FUNICAMP,01 1 UA SUC,6597.3,Funicamp,proposta,vigent,parcelles.json,,538421.2,26483.37,IGUAL
R0234,OBAC_ALT,01 2 UA SUNC,6509.1,Obac Alt,proposta,vigent,parcelles.json,,538423.46,26288.89,IGUAL
R0235,RITA_BAIXA,01 2 UA SUNC,9301.4,Rita Baixa,proposta,vigent,parcelles.json,,538431.47,26045.6,IGUAL
R0236,PRAT_DEL_PONT_I_PRAT_DE_LA_MOLA,01 1 UA SUC,2278.8,Prat del pont,proposta,vigent,parcelles.json,,538436.4,26761.74,IGUAL
R0237,CIUTAT_PUBILLA,01 1 UA SUC,20259.7,Ciutat Pubilla; Prat del Salitar 2,proposta,vigent,parcelles.json,,538452.74,26612.84,IGUAL
R0238,PLANA_MITJA_2,01 2 UA SUNC,1319.5,Dragó Baix 1; Plana Mitja 2,proposta,vigent,parcelles.json,,538464.79,25984.22,IGUAL
R0239,COMES,01 3 UA SUBLE,26467.2,Comes,proposta,vigent,parcelles.json,,538474.0,27149.66,IGUAL
R0240,,01 3 UA SUBLE,4815.0,Palanca Baixa 2; Planamondou 1,,vigent,parcelles.json,,538482.72,26368.29,IGUAL
R0241,TIRADER_2,01 1 UA SUC,2283.1,Tirader 2,proposta,vigent,parcelles.json,,538491.0,26223.97,IGUAL
R0242,,01 1 UA SUC,1450.3,,,vigent,parcelles.json,,538504.15,26959.3,IGUAL
R0243,PRAT_DEL_SALITAR_1,01 1 UA SUC,2838.8,Prat del Salitar 1,proposta,vigent,parcelles.json,,538504.69,26492.7,IGUAL
R0244,RITA_MITJA,01 1 UA SUC,2143.4,Rita Mitja,proposta,vigent,parcelles.json,,538506.62,26043.08,IGUAL
R0245,RITA_MITJA,01 1 UA SUC,2143.4,Rita Mitja,proposta,vigent,parcelles.json,,538506.62,26043.08,IGUAL
R0246,PLA_DE_BAIX,01 11 UA SUCc,14182.4,Pla de Baix,proposta,vigent,parcelles.json,,538509.39,26880.67,IGUAL
R0247,AJUSTANTS_DEL_MIG,01 2 UA SUNC,10032.1,Ajustants del Mig,proposta,vigent,parcelles.json,,538516.46,26169.14,IGUAL
R0248,PALANCA_BAIXA_1,01 1 UA SUC,4341.9,Palanca Baixa 1,proposta,vigent,parcelles.json,,538530.75,26405.89,IGUAL
R0249,PRAT_DEL_SALITAR_2,01 1 UA SUC,4911.3,,proposta,vigent,parcelles.json,,538536.13,26580.28,IGUAL
R0250,DRAGO_BAIX_1,01 1 UA SUC,3012.7,Dragó Baix 1,proposta,vigent,parcelles.json,,538539.3,26024.82,IGUAL
R0251,PLANA_BAIXA,01 2 UA SUNC,9269.1,Plana Baixa,proposta,vigent,parcelles.json,,538550.39,26099.95,IGUAL
R0252,PLA_DE_DALT,01 3 UA SUBLE,30183.0,Pla de Dalt,proposta,vigent,parcelles.json,,538551.32,26983.97,IGUAL
R0253,ARENAL,01 3 UA SUBLE,37067.0,Arenal,proposta,vigent,parcelles.json,,538555.17,26797.64,IGUAL
R0254,PALANCA_BAIXA_2,01 1 UA SUC,1786.1,,proposta,vigent,parcelles.json,,538566.66,26359.19,IGUAL
R0255,AJUSTANTS_DE_BAIX,01 2 UA SUNC,9629.5,Ajustants de Baix,proposta,vigent,parcelles.json,,538568.54,26288.08,IGUAL
R0256,RITA_ALTA,01 1 UA SUC,853.8,Rita Alta,proposta,vigent,parcelles.json,,538580.02,26073.74,IGUAL
R0257,RITA_ALTA,01 1 UA SUC,853.8,Rita Alta,proposta,vigent,parcelles.json,,538580.02,26073.74,IGUAL
R0258,PLANA_MITJA_1,01 2 UA SUNC,5729.0,Plana Mitja 1,proposta,vigent,parcelles.json,,538594.01,26010.17,IGUAL
R0259,DRAGO_BAIX_2,01 2 UA SUNC,2576.3,Baix 2; Dragó,proposta,vigent,parcelles.json,,538604.72,26075.48,IGUAL
R0260,URBANITZACIO_DEL_SALITAR,01 11 UA SUCc,10310.3,Urbanització del Salitar,proposta,vigent,parcelles.json,,538609.19,26549.29,IGUAL
R0261,NANTA_ALTA,01 2 UA SUNC,12422.4,Baix 2; Dragó; Dragó Baix 1; Dragó Baix 3; Dragó Baix 4; Dragó Baix 5,proposta,vigent,parcelles.json,,538616.88,26054.21,IGUAL
R0262,PALANCA_ALTA,01 3 UA SUBLE,6476.1,Palanca Alta,proposta,vigent,parcelles.json,,538622.44,26268.22,IGUAL
R0263,DRAGO_BAIX_3,01 2 UA SUNC,2202.9,Dragó Baix 3,proposta,vigent,parcelles.json,,538630.39,26116.44,IGUAL
R0264,AJUSTANTS_DE_DALT_1,01 1 UA SUC,3732.7,Ajustants de Dalt 1,proposta,vigent,parcelles.json,,538634.35,26181.06,IGUAL
R0265,,01 3 UA SUBLE,190.4,,,vigent,parcelles.json,,538634.49,26411.88,IGUAL
R0266,ROC_DE_LA_FORCA,01 2 UA SUNC,13937.4,Roc de la Forca,proposta,vigent,parcelles.json,,538644.14,27004.11,IGUAL
R0267,SALITAR,01 2 UA SUNC,7329.8,Salitar,proposta,vigent,parcelles.json,,538648.32,26488.91,IGUAL
R0268,PLANA_ALTA,01 1 UA SUC,3388.7,Plana Alta,proposta,vigent,parcelles.json,,538651.4,25983.05,IGUAL
R0269,DRAGO_BAIX_4,01 2 UA SUNC,1354.8,Dragó Baix 4,proposta,vigent,parcelles.json,,538658.16,26068.08,IGUAL
R0270,ORATORI_DE_BAIX,01 3 UA SUBLE,15856.9,Oratori de Baix,proposta,vigent,parcelles.json,,538660.21,26708.07,IGUAL
R0271,PRAT_DE_LA_COSTA,01 3 UA SUBLE,15467.6,Prat de la Costa,proposta,vigent,parcelles.json,,538692.55,26297.46,IGUAL
R0272,GRAU_DE_LA_MOLINA_1,01 2 UA SUNC,6105.8,Grau de la Molina 1,proposta,vigent,parcelles.json,,538695.23,25994.08,IGUAL
R0273,DRAGO_ALT_1,01 1 UA SUC,2676.1,Dragó Alt 1; de Dalt 2,proposta,vigent,parcelles.json,,538695.16,26133.36,IGUAL
R0274,DRAGO_ALT_2,01 2 UA SUNC,6821.1,Dragó Alt 2,proposta,vigent,parcelles.json,,538699.69,26090.55,IGUAL
R0275,DRAGO_BAIX_5,01 2 UA SUNC,3275.4,Dragó Baix 5,proposta,vigent,parcelles.json,,538708.75,26043.11,IGUAL
R0276,,01 3 UA SUBLE,14772.7,Planamondou 1; Planamondou 2,,vigent,parcelles.json,,538716.19,26460.41,IGUAL
R0277,,01 3 UA SUBLE,414.8,,,vigent,parcelles.json,,538722.11,26922.59,IGUAL
R0278,AJUSTANTS_DE_DALT_2,01 1 UA SUC,4423.1,Ajustants; Ajustants de Dalt 2; Nanta Alta 1; de Dalt 3,proposta,vigent,parcelles.json,,538723.26,26143.0,IGUAL
R0279,,01 3 UA SUBLE,2365.3,,,vigent,parcelles.json,,538746.8,26973.23,IGUAL
R0280,MOLLAR_ALT_1,01 2 UA SUNC,5803.5,Mollar Alt 1,proposta,vigent,parcelles.json,,538757.22,27673.56,IGUAL
R0281,,01 3 UA SUBLE,4781.4,,,vigent,parcelles.json,,538757.59,26424.95,IGUAL
R0282,CALRANES,01 2 UA SUNC,26797.0,Calranes,proposta,vigent,parcelles.json,,538766.79,26738.8,IGUAL
R0283,TORRENT_PREGO_1,01 3 UA SUBLE,24344.6,Torrent Pregó 1,proposta,vigent,parcelles.json,,538772.24,27503.51,IGUAL
R0284,PLANAMONDOU_1,01 3 UA SUBLE,15648.0,Planamondou 1,proposta,vigent,parcelles.json,,538774.7,26304.64,IGUAL
R0285,ORATORI_DE_DALT,01 3 UA SUBLE,32393.5,Oratori de Dalt,proposta,vigent,parcelles.json,,538777.79,27014.76,IGUAL
R0286,GRAU_DE_LA_MOLINA_3,01 2 UA SUNC,3678.6,Ovella Baixa,proposta,vigent,parcelles.json,,538779.48,25927.59,IGUAL
R0287,GARGANTA_1,01 11 UA SUCc,11171.5,Garganta 1,proposta,vigent,parcelles.json,,538799.47,27302.18,IGUAL
R0288,OVELLA_BAIXA,01 2 UA SUNC,7284.3,Ovella Baixa; Ovella Mitja 1; Ovella Mitja 2,proposta,vigent,parcelles.json,,538804.67,25989.6,IGUAL
R0289,PLANAMONDOU_1,01 3 UA SUBLE,41454.9,Posa,proposta,vigent,parcelles.json,,538808.11,26659.86,IGUAL
R0290,NANTA_ALTA,01 3 UA SUBLE,12678.5,Nanta Alta,proposta,vigent,parcelles.json,,538812.61,26159.47,IGUAL
R0291,GRAU_DE_LA_MOLINA_2,01 2 UA SUNC,2511.5,Grau de la Molina 2; Ovella Alta 1,proposta,vigent,parcelles.json,,538849.23,25900.5,IGUAL
R0292,BOIXADER,01 3 UA SUBLE,18379.6,Boixader,proposta,vigent,parcelles.json,,538848.86,26412.62,IGUAL
R0293,MOIXA,01 3 UA SUBLE,3633.8,Moixa,proposta,vigent,parcelles.json,,538849.09,27001.03,IGUAL
R0294,GARGANTA_2,01 11 UA SUCc,2395.3,Garganta 2,proposta,vigent,parcelles.json,,538854.05,27441.59,IGUAL
R0295,AJUSTANTS_DE_DALT_3,01 1 UA SUC,894.2,,proposta,vigent,parcelles.json,,538856.45,26072.45,IGUAL
R0296,OVELLA_MITJA_2,01 3 UA SUBLE,1355.1,,proposta,vigent,parcelles.json,,538862.33,25956.5,IGUAL
R0297,SALVE,01 2 UA SUNC,2786.7,Salve,proposta,vigent,parcelles.json,,538862.84,26363.2,IGUAL
R0298,BORDES_DEL_LLOSET,01 3 UA SUBLE,23179.8,Bordes del Lloset,proposta,vigent,parcelles.json,,538863.91,27168.58,IGUAL
R0299,MOIXA,01 3 UA SUBLE,3111.6,Moixa,proposta,vigent,parcelles.json,,538867.54,26995.72,IGUAL
R0300,NOGUER_BAIX,01 1 UA SUC,4576.7,Noguer Baix,proposta,vigent,parcelles.json,,538870.85,26247.57,IGUAL
R0301,OVELLA_MITJA_1,01 3 UA SUBLE,12294.9,Ovella Mitja 1,proposta,vigent,parcelles.json,,538889.97,26046.96,IGUAL
R0302,MOLLAR_BAIX,01 2 UA SUNC,9118.7,Mollar Baix,proposta,vigent,parcelles.json,,538914.27,26160.61,IGUAL
R0303,LLOSET_1,01 3 UA SUBLE,27568.4,Lloset 1,proposta,vigent,parcelles.json,,538927.44,27492.29,IGUAL
R0304,MOLLAR_MIG,01 3 UA SUBLE,12503.7,Mollar Mig,proposta,vigent,parcelles.json,,538953.79,26184.08,IGUAL
R0305,,01 3 UA SUBLE,90.0,,,vigent,parcelles.json,,538967.4,25520.16,IGUAL
R0306,TOSQUER,01 3 UA SUBLE,31118.6,Tosquer,proposta,vigent,parcelles.json,,538979.88,26704.77,IGUAL
R0307,NOGUER_MIG,01 1 UA SUC,48834.1,Bosc de les Allaus; Noguer Mig,proposta,vigent,parcelles.json,,538986.47,26374.97,IGUAL
R0308,LLOSET_2,01 3 UA SUBLE,6293.8,Lloset 2,proposta,vigent,parcelles.json,,538998.54,27102.27,IGUAL
R0309,MOLINA,01 3 UA SUBLE,23065.2,Molina,proposta,vigent,parcelles.json,,539001.92,25015.85,IGUAL
R0310,LLOSET_1,01 3 UA SUBLE,3715.1,Lloset 1,proposta,vigent,parcelles.json,,539012.84,27686.69,IGUAL
R0311,,01 3 UA SUBLE,192.0,,,vigent,parcelles.json,,539015.8,25292.07,IGUAL
R0312,,01 3 UA SUBLE,240.8,,,vigent,parcelles.json,,539022.82,26452.75,IGUAL
R0313,MOLINA,01 3 UA SUBLE,2256.8,Molina,proposta,vigent,parcelles.json,,539026.88,24834.69,IGUAL
R0314,MOLINA,01 3 UA SUBLE,3206.7,Molina,proposta,vigent,parcelles.json,,539032.33,25295.37,IGUAL
R0315,OVELLA_ALTA_1,01 3 UA SUBLE,16586.2,Ovella Alta 1,proposta,vigent,parcelles.json,,539036.96,25949.88,IGUAL
R0316,NOGUER_ALT,01 3 UA SUBLE,13940.3,Noguer Alt,proposta,vigent,parcelles.json,,539048.19,26232.28,IGUAL
R0317,LLOSET_2,01 3 UA SUBLE,63439.1,Lloset 2,proposta,vigent,parcelles.json,,539048.24,27294.28,IGUAL
R0318,MOLINA,01 3 UA SUBLE,861.6,Molina,proposta,vigent,parcelles.json,,539056.37,24853.02,IGUAL
R0319,LLOSET_1,01 3 UA SUBLE,1740.2,Lloset 1,proposta,vigent,parcelles.json,,539062.14,27554.78,IGUAL
R0320,BOSC_DE_LES_ALLAUS,01 3 UA SUBLE,1549.1,Bosc de les Allaus,proposta,vigent,parcelles.json,,539092.23,26539.32,IGUAL
R0321,QUER_BAIX_1,01 3 UA SUBLE,4690.4,Quer Baix 1,proposta,vigent,parcelles.json,,539098.1,26280.44,IGUAL
R0322,,01 3 UA SUBLE,6697.5,,,vigent,parcelles.json,,539103.18,25316.04,IGUAL
R0323,MOLINA,01 3 UA SUBLE,25131.2,Molina,proposta,vigent,parcelles.json,,539103.86,25070.97,IGUAL
R0324,MOLLAR_ALT_3,01 3 UA SUBLE,11712.4,Mollar Alt 3,proposta,vigent,parcelles.json,,539107.42,26140.56,IGUAL
R0325,MOLINA,01 3 UA SUBLE,4509.0,Molina,proposta,vigent,parcelles.json,,539116.32,24875.08,IGUAL
R0326,,01 3 UA SUBLE,328.4,,,vigent,parcelles.json,,539125.39,25586.41,IGUAL
R0327,QUER_BAIX_2,01 3 UA SUBLE,3475.5,Quer Baix 2,proposta,vigent,parcelles.json,,539136.45,26209.94,IGUAL
R0328,COSTES_BAIXES,01 3 UA SUBLE,9029.2,Costes Baixes,proposta,vigent,parcelles.json,,539142.58,26346.76,IGUAL
R0329,LLOSET_2,01 3 UA SUBLE,2186.6,Lloset 2,proposta,vigent,parcelles.json,,539168.93,27142.76,IGUAL
R0330,OVELLA_ALTA_2,01 3 UA SUBLE,3149.0,Ovella Alta 2,proposta,vigent,parcelles.json,,539196.05,25889.21,IGUAL
R0331,QUER_ALT,01 3 UA SUBLE,19981.6,Quer Alt,proposta,vigent,parcelles.json,,539219.04,26136.44,IGUAL
R0332,QUER_ALT,01 3 UA SUBLE,19979.7,Quer Alt,proposta,vigent,parcelles.json,,539220.41,26134.63,IGUAL
R0333,COSTES_ALTES,01 3 UA SUBLE,14865.5,Costes Altes,proposta,vigent,parcelles.json,,539225.8,26282.4,IGUAL
R0334,BOSC_DEL_TOSQUER,01 3 UA SUBLE,599.0,,proposta,vigent,parcelles.json,,539472.21,26609.31,IGUAL
R0335,ROCS_NEGRES,01 3 UA SUBLE,1533.8,Rocs Negres,proposta,vigent,parcelles.json,,539538.27,26570.2,IGUAL
R0336,CASTELLAR,01 3 UA SUBLE,27846.1,Castellar,proposta,vigent,parcelles.json,,539556.55,26140.63,IGUAL
R0337,PARDINES_2,01 3 UA SUBLE,70147.6,Pardines 3,proposta,vigent,parcelles.json,,539612.36,25928.05,IGUAL
R0338,SOLANS,01 3 UA SUBLE,8128.4,Solans,proposta,vigent,parcelles.json,,539612.47,26862.95,IGUAL
R0339,PARDINES_4,01 3 UA SUBLE,52.2,,proposta,vigent,parcelles.json,,539616.39,25856.96,IGUAL
R0340,PARDINES_3,01 3 UA SUBLE,106434.6,Pardines 3,revisat,vigent,parcelles.json,"un recinte per a Pardines 3 i un per a Pardines 2, encara que els metres no quadrin",539634.72,26068.48,IGUAL
R0341,PRAT_DEL_GILET,01 3 UA SUBLE,2724.7,Prat del Gilet,proposta,vigent,parcelles.json,,539723.81,25138.62,IGUAL
R0342,SOLANS,01 3 UA SUBLE,1575.1,Solans,proposta,vigent,parcelles.json,,539788.77,26847.86,IGUAL
R0343,,01 3 UA SUBLE,1710.9,,,vigent,parcelles.json,,539829.21,26322.49,IGUAL
R0344,FERITXET_5,01 3 UA SUBLE,124.0,,proposta,vigent,parcelles.json,,539922.12,26289.44,IGUAL
R0345,PARDINES_1,01 3 UA SUBLE,58143.8,Pardines 1,proposta,vigent,parcelles.json,,539936.44,26068.7,IGUAL
R0346,CASA_3,01 3 UA SUBLE,47978.0,Casa 1; Casa 3,proposta,vigent,parcelles.json,,540104.76,26549.17,IGUAL
R0347,FERITXET_4,01 3 UA SUBLE,7260.7,Feritxet 4,proposta,vigent,parcelles.json,,540119.49,26060.12,IGUAL
R0348,FERITXET_3,01 3 UA SUBLE,4732.8,Feritxet 3,proposta,vigent,parcelles.json,,540134.94,26101.62,IGUAL
R0349,FERITXET_1,01 3 UA SUBLE,6133.2,Feritxet 1,proposta,vigent,parcelles.json,,540148.16,26185.41,IGUAL
R0350,PARDINES_2,01 3 UA SUBLE,18616.0,Pardines 2,proposta,vigent,parcelles.json,,540152.85,25700.71,IGUAL
R0351,FERITXET_3,01 3 UA SUBLE,502.2,,proposta,vigent,parcelles.json,,540181.66,26109.84,IGUAL
R0352,PARDINES_2,01 3 UA SUBLE,51075.8,Pardines 2,proposta,vigent,parcelles.json,,540187.88,25867.39,IGUAL
R0353,CASA_2,01 3 UA SUBLE,89231.2,Casa 2,proposta,vigent,parcelles.json,,540205.03,26413.87,IGUAL
R0354,FERITXET_1,01 3 UA SUBLE,10245.7,Feritxet 1,proposta,vigent,parcelles.json,,540240.12,25995.67,IGUAL
R0355,FERITXET_2,01 3 UA SUBLE,18313.3,Feritxet 2,proposta,vigent,parcelles.json,,540333.32,26045.8,IGUAL
R0356,CORTALS_4,01 3 UA SUBLE,70717.3,Cortals 4,proposta,vigent,parcelles.json,,540367.39,26303.91,IGUAL
R0357,PLANES,01 3 UA SUBLE,6278.7,Planes,proposta,vigent,parcelles.json,,540370.29,25515.69,IGUAL
R0358,CASA_1,01 3 UA SUBLE,49504.7,Casa 1; Rigoder 1,proposta,vigent,parcelles.json,,540550.68,26615.01,IGUAL
R0359,BOIGAL,01 3 UA SUBLE,12482.3,Boïgal,proposta,vigent,parcelles.json,,540678.98,25809.45,IGUAL
R0360,CORTALS_5,01 3 UA SUBLE,22454.9,Cortals 5,proposta,vigent,parcelles.json,,540792.48,26349.69,IGUAL
R0361,CORTALS_1,01 3 UA SUBLE,26048.1,Cortals 1,proposta,vigent,parcelles.json,,540795.57,26590.22,IGUAL
R0362,CORTALS_2,01 3 UA SUBLE,37751.7,Cortals 2,proposta,vigent,parcelles.json,,540800.42,26527.04,IGUAL
R0363,RIGODER_1,01 3 UA SUBLE,11869.8,Rigoder 1,proposta,vigent,parcelles.json,,540807.05,26822.42,IGUAL
R0364,CORTALS_3,01 3 UA SUBLE,282.8,,proposta,vigent,parcelles.json,,540829.59,26442.46,IGUAL
R0365,PRAT_D_ENSAGENTS,01 3 UA SUBLE,4966.5,Prat d'Ensagents,proposta,vigent,parcelles.json,,540855.77,25682.14,IGUAL
R0366,RIGODER_2,01 3 UA SUBLE,16534.5,Rigoder 2,proposta,vigent,parcelles.json,,540861.46,26712.28,IGUAL
R0367,RIGODER_4,01 3 UA SUBLE,63971.3,Rigoder 4,proposta,vigent,parcelles.json,,541318.12,26497.17,IGUAL
R0368,RIGODER_3,01 3 UA SUBLE,103336.3,Rigoder 3,proposta,vigent,parcelles.json,,541374.02,26670.29,IGUAL
R0369,RIGODER_5,01 3 UA SUBLE,29952.8,Rigoder 5,proposta,vigent,parcelles.json,,541446.33,26379.93,IGUAL
R0370,RIGODER_7,01 3 UA SUBLE,22583.2,Rigoder 7,proposta,vigent,parcelles.json,,541570.88,26566.97,IGUAL
R0371,RIGODER_6,01 3 UA SUBLE,4287.4,Rigoder 6,proposta,vigent,parcelles.json,,541658.31,26487.02,IGUAL
R0372,BARONIA_1,01 3 UA SUBLE,81168.2,Baronia 1,proposta,vigent,parcelles.json,,541738.95,26681.46,IGUAL
R0373,BARONIA_4,01 3 UA SUBLE,1480.3,Baronia 4,proposta,vigent,parcelles.json,,541855.06,26817.64,IGUAL
R0374,BARONIA_2,01 3 UA SUBLE,37690.3,Baronia 2,proposta,vigent,parcelles.json,,541933.04,26573.28,IGUAL
R0375,BARONIA_3,01 3 UA SUBLE,56.4,,proposta,vigent,parcelles.json,,542137.58,26566.84,IGUAL
R0376,ENVALIRA,01 3 UA SUBLE,89599.3,Envalira,proposta,vigent,parcelles.json,,546392.89,28768.68,IGUAL
R0377,EDIFICI_GRAU_ROIG,01 1 UA SUC,866.4,,proposta,vigent,parcelles.json,,547690.77,26051.89,IGUAL
R0378,HOTEL_RESTAURANT_A_GRAU_ROIG,01 1 UA SUC,891.7,,proposta,vigent,parcelles.json,,547786.98,26063.97,IGUAL
R0379,MOBIL,01 1 UA SUC,1331.4,E.S. Mòbil,proposta,vigent,parcelles.json,,549294.82,26860.04,IGUAL
R0380,REFUGI_FRA_MIQUEL,01 1 UA SUC,524.4,,proposta,vigent,parcelles.json,,549325.46,26892.68,IGUAL
R0381,ESSO,01 1 UA SUC,1127.2,E.S. Esso,proposta,vigent,parcelles.json,,549355.87,26861.0,IGUAL
R0382,HOTEL_PIC_MAIA,01 1 UA SUC,4520.7,Hotel Pic Maia,proposta,vigent,parcelles.json,,549370.6,26905.1,IGUAL
R0383,FIGUEREDO,01 1 UA SUC,1496.1,E.S. Figueredo,proposta,vigent,parcelles.json,,549387.27,26809.74,IGUAL
R0384,ARAJOL,01 1 UA SUC,1155.3,,proposta,vigent,parcelles.json,,549397.15,26627.56,IGUAL
R0385,SANT_PERE_9,01 1 UA SUC,3048.8,Sant Pere 9,proposta,vigent,parcelles.json,,550099.4,26738.44,IGUAL
R0386,SOLANA,01 1 UA SUC,3703.2,Solana,proposta,vigent,parcelles.json,,550147.79,26855.4,IGUAL
R0387,ENVALIRA_DE_DALT_3,01 1 UA SUC,2179.4,Envalira; de Dalt 3,proposta,vigent,parcelles.json,,550170.46,26948.7,IGUAL
R0388,,01 1 UA SUC,482.3,,,vigent,parcelles.json,,550190.88,27131.43,IGUAL
R0389,GAVATXA,01 1 UA SUC,473.4,,proposta,vigent,parcelles.json,,550194.38,27016.51,IGUAL
R0390,GAVATXA_DE_DALT,01 1 UA SUC,731.1,de Dalt,proposta,vigent,parcelles.json,,550200.11,27158.56,IGUAL
R0391,GASOPAS,01 1 UA SUC,8348.6,Gasopas,proposta,vigent,parcelles.json,,550209.46,27614.01,IGUAL
R0392,ENVALIRA_DE_DALT_1,01 1 UA SUC,783.1,Envalira; de Dalt 1,proposta,vigent,parcelles.json,,550209.56,27052.57,IGUAL
R0393,ENVALIRA_DE_DALT_2,01 1 UA SUC,971.8,Envalira,proposta,vigent,parcelles.json,,550213.69,27022.64,IGUAL
R0394,MAIA_DE_DALT,01 1 UA SUC,1486.3,,proposta,vigent,parcelles.json,,550214.43,27099.91,IGUAL
R0395,ENVALIRA_DEL_MIG,01 1 UA SUC,2135.2,Envalira; del Mig,proposta,vigent,parcelles.json,,550217.21,26966.21,IGUAL
R0396,SANT_PERE_8,01 1 UA SUC,573.2,,proposta,vigent,parcelles.json,,550236.71,27519.97,IGUAL
R0397,GAVATXA_DE_BAIX_1,01 1 UA SUC,2832.4,de Baix 1,proposta,vigent,parcelles.json,,550242.44,27073.9,IGUAL
R0398,PAS_DE_LA_CASA_2,01 1 UA SUC,5911.9,,proposta,vigent,parcelles.json,,550242.18,27413.8,IGUAL
R0399,GAVATXA_DE_BAIX_2,01 1 UA SUC,325.1,,proposta,vigent,parcelles.json,,550248.59,27159.34,IGUAL
R0400,SANT_JORDI_DE_DALT,01 1 UA SUC,4686.9,Sant Jordi; de Dalt,proposta,vigent,parcelles.json,,550249.84,27197.04,IGUAL
R0401,GAVATXA_DEL_MIG,01 1 UA SUC,1443.9,,proposta,vigent,parcelles.json,,550254.14,26961.68,IGUAL
R0402,ENVALIRA_DE_BAIX,01 1 UA SUC,1928.9,Envalira de Baix,proposta,vigent,parcelles.json,,550260.49,26911.61,IGUAL
R0403,MAIA_DE_BAIX,01 1 UA SUC,3197.3,Baix,proposta,vigent,parcelles.json,,550262.25,27071.3,IGUAL
R0404,SANT_PERE_7,01 1 UA SUC,11471.7,Sant Pere 7,proposta,vigent,parcelles.json,,550286.35,27433.22,IGUAL
R0405,SANT_JORDI_DEL_MIG,01 1 UA SUC,5488.4,,proposta,vigent,parcelles.json,,550291.87,27187.82,IGUAL
R0406,VAQUERS_DE_DALT,01 1 UA SUC,4330.2,,proposta,vigent,parcelles.json,,550294.45,26984.21,IGUAL
R0407,BEARN_DE_DALT,01 1 UA SUC,1264.0,,proposta,vigent,parcelles.json,,550296.66,27067.62,IGUAL
R0408,SANT_JOSEP,01 1 UA SUC,291.4,,proposta,vigent,parcelles.json,,550317.31,27026.26,IGUAL
R0409,VAQUERS_DE_BAIX,01 1 UA SUC,849.1,,proposta,vigent,parcelles.json,,550323.29,27001.15,IGUAL
R0410,BEARN_DE_BAIX,01 1 UA SUC,2976.4,,proposta,vigent,parcelles.json,,550337.51,27060.91,IGUAL
